,index,Emotion,Statement
276,3001,fear,"I felt afraid just before receiving the question paper of the  
part II exam."
277,5687,sadness,When I couldn't go for a trip with my friends in a holiday.
278,1841,disgust,Seeing a person panhandling money on Telegraph.
279,3773,guilt,"During a holiday in East-Germany I got aquainted with a boy who  
lived there. We started writing, but I only wrote once. I felt  
ashamed because I probably was one of his sparse contacts with  
western Europe."
280,5142,joy,When I got my B.Sc degree with first class.
281,6807,shame,"I didn't do an important job and it had an adverse effect on  
other people."
282,6996,shame,"Once by coincidence I clutched a stranger (in a rather intimate  
way), thinking it was my boyfriend. When by hindsight I  
feel ashamed when thinking about it."
283,4446,joy,"I went to see the entrance examination results at university.  I  
rejoyced at my success."
284,4814,joy,When I got my drivers licence.
285,4859,joy,When I passed an exam which I had failed last year.
286,7444,shame,Not being able to answer question in a seminar.
287,1879,disgust,"One of my good friends told people something I had told her  
in confidence about someone else."
288,5816,sadness,After my father died suddenly of a heart attack.
289,4076,guilt,"At my native place I was riding my cycle, which did not have  
lights, at night and so a police man caught me.  I requested him  
to let me go but he would not so after a few minutes I just  
escaped."
290,4482,joy,"I have a boyfriend and I am very fond of him. When we had our  
""11-months jubilee"", I had forgotten it. But he gave me a red  
rose."
291,4719,joy,"Being invited out by a person I wished to get closer to. He  
telephoned and invited me to go out with him the next night."
292,4475,joy,After 3 weeks I saw my girlfriend again.
293,7062,shame,"I was swimming in the river and I lost the top of my bikini.  I  
did not notice it and came out of water.  There was a  
disagreeable classmate watching the scene."
294,1638,disgust,"I cannot remember exactly such a situation. But I know that  
once I went to a very dirty lavatory and that disgusted me."
295,6639,shame,"At a weekend's seminar my trousers suddenly burst, therefore I was  
prevented from participating in several activities."
296,808,anger,"Argument with roommate over a lock he had put on kitchen cupboard  
without telling anyone."
297,6481,shame,"When I dated a close girlfriend's boyfriend a few times. He told  
me that it was over between them and I accepted it.  When she  
found out she finished our friendship."
298,3261,guilt,"I have chosen to put my son in a private school were the  
examination marks are low.  Every time that he gives me his term  
results I am left with a sense of guilt."
299,4271,joy,"On days when I feel close to my partner and other friends.   
When I feel at peace with myself and also experience a close  
contact with people whom I regard greatly."
300,3425,guilt,"I felt guilty because I had not accomplished a thing as well as I  
had wanted to."
301,3031,fear,"I was very scared when I went to the examination hall for my M.Sc  
examination as I had studied a limited partion of the course  
thoroughly and I was in great doubt whether that would be asked."
302,6803,shame,"I put on a lot of weight in a few months and every time I met  
someone I knew would avoid them, usually by hiding because my  
self image was low and I was ashamed of what I had done to  
myself."
303,2040,disgust,Getting into a crowded bus.
304,1547,disgust,"Having unwanted attention paid to me in my place of work -  
harrassment (and sexual harrassment) by another worker -  
disgusted by his implications."
305,6394,sadness,"I have been thinking of changing my major for a few months.  My  
original major was Chinese language and it blocks my way.  I have  
to face many problems at the sametime and I do not know what is  
real and virtuous.  I do not know if I am not interested in  
Chinese or if there are other factors which make me sad.  I am  
not very clear on what I can do for the study of Communication  
and Journalism.  I am not clear about what I can do.  What are  
the limitations ?   I hesitate but I feel more adjusted now."
306,3493,guilt,"Leaving University in 1982 following exclusion and lying to  
parents/friends about reasons for leaving, i.e. lying about the  
fact of having been excluded."
307,2727,fear,"When I was ten I got shut in the school with a friend.  I had to  
jump out of a window and cross a beam 10 metres high."
308,3525,guilt,"As a child - accidentally stepping on a pet guinea-pig - it  
dying."
309,5651,sadness,"I broke up with my boyfriend of seven months, but it was a very  
""indepth"" relationship and so after feelings of grief and loss  
were over I felt an immense sadness."
310,5101,joy,"When I finished my C.S. Project I was overjoyed. I felt relieved  
because it was due the next day and I was tired of looking at it."
311,3664,guilt,When I accepted a lunch invitation from a past male friend.
312,5947,sadness,"All my friends arranged to go for an afternoon snack and they did  
not tell me.  They told me that they did not have my phone number  
but I do not think that this was true."
